vendor_id,vendor_name,category,date,amount_inr,description,po_number,source,record_id,building_id
AUTH-BBMP-EE-MAHADEVAPURA,BBMP-EE-MAHADEVAPURA,General Civil Works,2025-05-02 15:15:00,3959562.0,Improvements to Internal Roads and drains at Kaverinagara in Garudacharpalya ward no.82,BBMP/2017-18/OW/WORK_INDENT25462,bbmp_capital_works,COST-00048,BLD-HQ-01
AUTH-BBMP-EE-MAHADEVAPURA,BBMP-EE-MAHADEVAPURA,General Civil Works,2025-05-02 15:15:00,1995444.0,Development of Garden at Alfa Garden in ward no-54,BBMP/2017-18/OW/WORK_INDENT25431,bbmp_capital_works,COST-00049,BLD-HQ-01
AUTH-BBMP-EE-MAHADEVAPURA,BBMP-EE-MAHADEVAPURA,General Civil Works,2025-05-02 15:15:00,499152.0,"Improvements and providing water supply, sanitary works, Electical works, furniture to ward office in ward no 54",BBMP/2017-18/OW/WORK_INDENT25458,bbmp_capital_works,COST-00050,BLD-HQ-01
AUTH-BBMP-EE-MAHADEVAPURA,BBMP-EE-MAHADEVAPURA,General Civil Works,2025-05-02 15:15:00,4494648.0,Improvements to internal roads and drains at Ayappanagara(Vinayaka layout) in ward no-54,BBMP/2017-18/OW/WORK_INDENT25429,bbmp_capital_works,COST-00051,BLD-HQ-01
AUTH-BBMP-EE-MAHADEVAPURA,BBMP-EE-MAHADEVAPURA,General Civil Works,2025-05-02 15:15:00,3999715.0,Improvements to internal roads and drains at Byrathi in ward no-54,BBMP/2017-18/OW/WORK_INDENT25428,bbmp_capital_works,COST-00052,BLD-HQ-01
AUTH-BBMP-EE-MAHADEVAPURA,BBMP-EE-MAHADEVAPURA,General Civil Works,2025-05-02 15:15:00,4898163.0,Improvements to road and drains at Ramanna layout Ist and 2nd cross Byrathi village in w.no.54,BBMP/2017-18/OW/WORK_INDENT25423,bbmp_capital_works,COST-00053,BLD-HQ-01
AUTH-BBMP-EE-MAHADEVAPURA,BBMP-EE-MAHADEVAPURA,General Civil Works,2025-05-02 15:15:00,3969676.0,Improvements to Internal Roads and drain at Garudacharpalya ward no.82,BBMP/2017-18/OW/WORK_INDENT25461,bbmp_capital_works,COST-00054,BLD-HQ-01
AUTH-BBMP-EE-CHAMARAJPETH,BBMP-EE-Chamarajpeth,General Civil Works,2025-05-03 15:15:00,1198752.0,Engaging Private Labour and Tractor for Ward Maintenance in Ward No. 140,BBMP/2016-17/OW/WORK_INDENT24761/CALL-2,bbmp_capital_works,COST-00055,BLD-HQ-01
AUTH-BBMP-EE-GVND,BBMP_EE_GVND,General Civil Works,2025-05-14 15:15:00,340120691.0,"Comprehensive development of Asphalting works, roads drains and other allied works in Ward No 126,127,128 and 131 of Chandra Layout Sub Division Jurisdiction (Comprising of 48 works)",BBMP/2017-18/OW/WORK_INDENT25501,bbmp_capital_works,COST-00056,BLD-HQ-01
AUTH-BBMP-EE-GVND,BBMP_EE_GVND,General Civil Works,2025-05-14 15:15:00,319785177.0,"Comprehensive development of Asphalting works, roads drains and other allied works in Ward No. 103,104,105,106 & 125 of Govindrajnagar Division 2016-17 (Comprising of 19 works)",BBMP/2017-18/OW/WORK_INDENT25500,bbmp_capital_works,COST-00057,BLD-HQ-01
AUTH-BBMP-EE-PDMBNGR,BBMP-EE-PDMBNGR,General Civil Works,2025-05-14 15:15:00,800748.0,Providing Cleaning and Security Maintainance IPP Centre and Ward office Building ward no 180.,BBMP/2017-18/OW/WORK_INDENT25570,bbmp_capital_works,COST-00058,BLD-HQ-01
AUTH-BBMP-EE-PDMBNGR,BBMP-EE-PDMBNGR,General Civil Works,2025-05-14 15:15:00,1415020.0,Providing cleaning and security maintenance samudhaya Bhavan and ward office Building in ward no 166.,BBMP/2017-18/OW/WORK_INDENT25566,bbmp_capital_works,COST-00059,BLD-HQ-01
AUTH-BBMP-EE-ELEC-SOUTH,BBMP-EE-ELEC-SOUTH,Electrical Infrastructure,2025-05-14 15:15:00,1962098.0,Providing Lighting System to Kadirenahalli Park and Street light fittings in ward no 180.,BBMP/2017-18/EL/WORK_INDENT25552,bbmp_capital_works,COST-00060,BLD-HQ-01
AUTH-BBMP-EE-ELEC-SOUTH,BBMP-EE-ELEC-SOUTH,Electrical Infrastructure,2025-05-14 15:15:00,999970.0,Providing and fixing of LED street lights in Ward No 179 in Jaynagar Division.,BBMP/2017-18/EL/WORK_INDENT25559,bbmp_capital_works,COST-00061,BLD-HQ-01
AUTH-BBMP-EE-ELEC-SOUTH,BBMP-EE-ELEC-SOUTH,Electrical Infrastructure,2025-05-14 15:15:00,3499241.0,Supplying and installation testing and commissioning of Roof Top solar system to ward office in ward No 165.,BBMP/2017-18/EL/WORK_INDENT25554,bbmp_capital_works,COST-00062,BLD-HQ-01
AUTH-BBMP-EE-ELEC-SOUTH,BBMP-EE-ELEC-SOUTH,Electrical Infrastructure,2025-05-14 15:15:00,2169218.0,Providing Ornamental lights fixtures to 22nd main and 28th main in 4th T Block Jayanagar in ward no 168.,BBMP/2017-18/EL/WORK_INDENT25557,bbmp_capital_works,COST-00063,BLD-HQ-01
AUTH-BBMP-EE-ELEC-SOUTH,BBMP-EE-ELEC-SOUTH,Electrical Infrastructure,2025-05-14 15:15:00,2494548.0,Supply and installation of Lift to IPP Multipurpose building in 9th Main Yarabnagar in ward no 180.,BBMP/2017-18/EL/WORK_INDENT25553,bbmp_capital_works,COST-00064,BLD-HQ-01
AUTH-BBMP-EE-MR-SOUTH,BBMP-EE-MR-SOUTH,Bridges & Culverts,2025-05-15 15:15:00,188700000.0,Construction of Grade Separator at Gangamma Circle in Byatarayanapura Constituency,BBMP/2017-18/FL/WORK_INDENT25502,bbmp_capital_works,COST-00065,BLD-HQ-01
AUTH-BBMP-CORPORATION-OFF,BBMP-Corporation-Off,Facility Support Services,2025-05-15 15:15:00,1860000.0,"Consultancy service for Construction supervision Project Management and quality control for the work of Improvements and asphalting of Package no-S-2016-17-6 selected Arterial, Sub arterial and other Roads in Road Infrastructure South Division PMC4",EE/RIS/PMC/4/16-17,bbmp_capital_works,COST-00066,BLD-HQ-01
AUTH-BBMP-CORPORATION-OFF,BBMP-Corporation-Off,Facility Support Services,2025-05-15 15:15:00,1590000.0,"Consultancy service for Construction supervision Project Management and quality control for the work of Improvements and asphalting of Package no-S-2016-17-5 selected Arterial, Sub arterial and other Roads in Road Infrastructure South Division PMC 3",EE/RIS/PMC/3/16-17,bbmp_capital_works,COST-00067,BLD-HQ-01
AUTH-BBMP-EE-SARVAGNANAGAR,BBMP-EE-SARVAGNANAGAR,Bridges & Culverts,2025-05-15 15:15:00,1998825.0,"IMPROVEMENTS TO DRAIN AND CULVERT AT SANGOLLI RAYANNA ROAD MAIN ROAD IN WARD NO.27, BANASAWADI",BBMP/2017-18/BR/WORK_INDENT25562,bbmp_capital_works,COST-00068,BLD-HQ-01
AUTH-BBMP-EE-SARVAGNANAGAR,BBMP-EE-SARVAGNANAGAR,Roads & Pavements,2025-05-15 15:15:00,1999155.0,"IMPROVEMENTS TO DRAIN AND CULVERT IN 10th CROSS AND 11th CROSS ROAD (EX-SERVICEMAN COLONY) VENKATASWAMY LAYOUT IN WARD NO.27, BANASAWADI.",BBMP/2017-18/RD/WORK_INDENT25561,bbmp_capital_works,COST-00069,BLD-HQ-01
AUTH-BBMP-EE-BNG-SOUTH,BBMP-EE-BNG SOUTH,Water Supply & Sewage,2025-05-16 15:15:00,2922412.0,Reserve fund for Emergency works in Ward No 197 Vasanthapura,BBMP/2017-18/WS/WORK_INDENT25649,bbmp_capital_works,COST-00070,BLD-HQ-01
AUTH-BBMP-EE-CVRAMANNAGAR,BBMP-EE-CVRAMANNAGAR,General Civil Works,2025-05-16 15:15:00,909632.0,CONSTRUCTION OF ADDITIONAL FIRST FLOOR BUILDING ON EXISTING BUILDING IN VISHVESHWARAIAH PARK IN WARD NO.58,BBMP/2016-17/BD/WORK_INDENT23175/CALL-3,bbmp_capital_works,COST-00071,BLD-HQ-01
AUTH-BBMP-EE-GANDHINAGAR,BBMP-EE-GANDHINAGAR,General Civil Works,2025-05-16 15:15:00,130555550.0,"Comprensive Development of Roads with Asphalting, Impts to Drains and Footpath, Shoulder drain, In Gandhinagar Sub Division Ward-77, 94, 95 and 96 In Gandhinagar Division(Package-1)",BBMP/2015-16/OW/WORK_INDENT21046/CALL-2,bbmp_capital_works,COST-00072,BLD-HQ-01
AUTH-BBMP-EE-ELEC-BOMMANAHALLI,BBMP-EE-ELEC-BOMMANAHALLI,General Civil Works,2025-05-16 15:15:00,149946.0,"Providing Electrical maintemance and repairs to BBMP Buildings in Bangalore South constituency 184,185,191,192,194,195,196 & 197.",BBMP/2016-17/HL/WORK_INDENT25282/CALL-2,bbmp_capital_works,COST-00073,BLD-HQ-01
AUTH-BBMP-EE-GANDHINAGAR,BBMP-EE-GANDHINAGAR,General Civil Works,2025-05-16 15:15:00,76699984.0,"Comprensive Development of Roads with Asphalting, Impts to Drains and Footpath, Shoulder drain, In Cottonpet Sub Division Ward-109, 120, and 121 In Gandhinagar Division (Package-2)",BBMP/2015-16/OW/WORK_INDENT21033/CALL-2,bbmp_capital_works,COST-00074,BLD-HQ-01
AUTH-BBMP-EE-BNG-SOUTH,BBMP-EE-BNG SOUTH,Buildings & Civil Works,2025-05-16 15:15:00,2268011.0,Construction of Office at Bikashipura BBMP property in Ward No 197,BBMP/2017-18/BD/WORK_INDENT25647,bbmp_capital_works,COST-00075,BLD-HQ-01
AUTH-BBMP-EE-BNG-SOUTH,BBMP-EE-BNG SOUTH,Water Supply & Sewage,2025-05-16 15:15:00,4904864.0,Drilling of Borewells and errection of Pubmpset in Ward No 192,BBMP/2017-18/WS/WORK_INDENT25638,bbmp_capital_works,COST-00076,BLD-HQ-01
AUTH-BBMP-EE-BNG-SOUTH,BBMP-EE-BNG SOUTH,Roads & Pavements,2025-05-16 15:15:00,4950356.0,Improvements and asphalting to deodite public school in Ward No197 Vasanthapura,BBMP/2017-18/RD/WORK_INDENT25623,bbmp_capital_works,COST-00077,BLD-HQ-01
AUTH-BBMP-EE-CVRAMANNAGAR,BBMP-EE-CVRAMANNAGAR,General Civil Works,2025-05-17 15:15:00,1102088.0,"Construction of Community Toilet Near Gangman Qtrs, in Ward No.80 Hoysalanagara",BBMP/2016-17/BD/WORK_INDENT23119/CALL-3,bbmp_capital_works,COST-00078,BLD-HQ-01
AUTH-BBMP-EE-CVRAMANNAGAR,BBMP-EE-CVRAMANNAGAR,General Civil Works,2025-05-17 15:15:00,1298324.0,Rennovation of ARO office in Ward No.88,BBMP/2016-17/BD/WORK_INDENT23121/CALL-3,bbmp_capital_works,COST-00079,BLD-HQ-01
AUTH-BBMP-EE-ELEC-BOMMANAHALLI,BBMP-EE-ELEC-BOMMANAHALLI,Electrical Infrastructure,2025-05-17 15:15:00,1499617.0,"Providing LED street lights, AB Cable, ACSR wire, Poles, and control Switches, etc., to ward No-175 Bommanahalli",BBMP/2017-18/EL/WORK_INDENT25604,bbmp_capital_works,COST-00080,BLD-HQ-01
AUTH-BBMP-EE-ELEC-BOMMANAHALLI,BBMP-EE-ELEC-BOMMANAHALLI,Electrical Infrastructure,2025-05-17 15:15:00,1499843.0,"Providing LED street lights, AB Cable, ACSR wire, Poles, and control Switches, etc., to ward No-174 HSR LO",BBMP/2017-18/EL/WORK_INDENT25602,bbmp_capital_works,COST-00081,BLD-HQ-01
AUTH-BBMP-EE-ELEC-BOMMANAHALLI,BBMP-EE-ELEC-BOMMANAHALLI,Electrical Infrastructure,2025-05-19 15:15:00,1599958.0,Providing Electrical Maintenance and repair to Kudulu Electrical Crematorium in Bommanahalli Zone,BBMP/2017-18/EL/WORK_INDENT25704,bbmp_capital_works,COST-00082,BLD-HQ-01
AUTH-BBMP-EE-CHAMARAJPETH,BBMP-EE-Chamarajpeth,General Civil Works,2025-05-19 15:15:00,1194900.0,"ANNUAL MAINTENANCE OF BBMP RANGAMANDIRA, BANGALORE ONE, WARD OFFICE AND CORPORATORS OFFICE BUILDING IN JJR NAGAR WARD NO. 136",BBMP/2017-18/OW/WORK_INDENT25506,bbmp_capital_works,COST-00083,BLD-HQ-01
AUTH-BBMP-EE-CHAMARAJPETH,BBMP-EE-Chamarajpeth,General Civil Works,2025-05-19 15:15:00,8161.0,Providing CC camera at Garbage block spots in ward no 136,BBMP/2017-18/OW/WORK_INDENT25687,bbmp_capital_works,COST-00084,BLD-HQ-01
AUTH-BBMP-EE-MALLESHWARAM,BBMP-EE-MALLESHWARAM,General Civil Works,2025-05-20 15:15:00,98469212.0,Improvements & Development of Roads in ward No-64 & 65,BBMP/2017-18/OW/WORK_INDENT25733,bbmp_capital_works,COST-00085,BLD-HQ-01
AUTH-BBMP-EE-MALLESHWARAM,BBMP-EE-MALLESHWARAM,General Civil Works,2025-05-20 15:15:00,91441632.0,Improvements & Development of Roads in ward No-66 &76,BBMP/2017-18/OW/WORK_INDENT25734,bbmp_capital_works,COST-00086,BLD-HQ-01
